1.40175e+06,3958
1.05131e+06,3916
788484,3757
591363,3719
443522,4030
332642,3782
249481,3993
187111,3914
140333,3699
105250,3977
78937.5,3902
59203.1,3796
44402.3,3867
33301.7,3929
24976.3,3818
18732.2,3859
14049.2,3803
10536.9,3867
7902.66,3976
5927,3761
4445.25,3928
3333.93,3811
2500.45,3818
1875.34,3830
1406.5,3813
1054.88,3978
791.158,3943
593.369,4022
445.027,4065
333.77,3986
250.327,3817
187.746,3912
140.809,3874
105.607,3958
79.2052,3689
59.4039,3675
44.5529,3804
33.4147,3668
25.061,3594
18.7958,3741
14.0968,3565
10.5726,3361
7.92946,3302
5.9471,3151
4.46032,2958
3.34524,2526
2.50893,2386
1.8817,2222
1.41127,1980
1.05846,1858
0.793841,1761
0.595381,1637
0.446536,1616
0.334902,1574
0.251176,1511
0.188382,1457
0.141287,1441
0.105965,1442
0.0794738,1500
0.0596053,1467
0.044704,1444
0.033528,1391
0.025146,1375
0.0188595,1407
0.0141446,1389
0.0106085,1378
0.00795635,1400
0.00596726,1374
0.00447545,1374
0.00335659,1334
0.00251744,1392
0.00188808,1327
0.00141606,1312
0.00106204,1338
0.000796534,1286
0.0005974,1307
0.00044805,1286
0.000336038,1303
0.000252028,1332
0.000189021,1304
0.000141766,1345
0.000106324,1379
7.97433e-05,1264
