1.62382e+07,43581
1.21787e+07,44202
9.13402e+06,42663
6.85051e+06,43474
5.13788e+06,43965
3.85341e+06,43541
2.89006e+06,43182
2.16754e+06,43034
1.62566e+06,43226
1.21924e+06,43098
914433,43178
685825,43514
514369,44120
385776,43979
289332,42977
216999,43535
162749,43435
122062,43782
91546.5,43226
68659.9,43214
51494.9,43655
38621.2,43347
28965.9,42619
21724.4,43809
16293.3,43474
12220,43173
9164.99,42899
6873.74,43713
5155.31,43887
3866.48,43237
2899.86,43529
2174.9,43340
1631.17,43045
1223.38,43406
917.534,42684
688.151,43320
516.113,43328
387.085,43985
290.314,42670
217.735,42132
163.301,43154
122.476,42249
91.857,41302
68.8928,41676
51.6696,40629
38.7522,39249
29.0641,37844
21.7981,36989
16.3486,34287
12.2614,32020
9.19607,29729
6.89705,26422
5.17279,24012
3.87959,21872
2.90969,20453
2.18227,19245
1.6367,18223
1.22753,17567
0.920646,16775
0.690484,16219
0.517863,15823
0.388397,15593
0.291298,15270
0.218474,15055
0.163855,14909
0.122891,14777
0.0921685,14766
0.0691264,14657
0.0518448,14398
0.0388836,14328
0.0291627,14202
0.021872,14263
0.016404,14081
0.012303,14126
0.00922726,14023
0.00692044,13981
0.00519033,13949
0.00389275,13835
0.00291956,13930
0.00218967,13789
0.00164225,13682
0.00123169,13634
0.000923768,13625
0.000692826,13538
0.000519619,13538
0.000389715,13584
0.000292286,13435
0.000219214,13398
0.000164411,13419
